Год;Квартал;Федеральный округ;Регион;Тип страхового взноса;Доходы от страховых взносов, млн. руб.;
2017;2;Южный Федеральный округ;Волгоградская область;ВН;629,07;
2017;2;Южный Федеральный округ;Волгоградская область;НС;455,7;
2017;2;Южный Федеральный округ;Краснодарский край;ВН;2109,15;
2017;2;Южный Федеральный округ;Краснодарский край;НС;1052,24;
2017;2;Южный Федеральный округ;Республика Адыгея;ВН;96,88;
2017;2;Южный Федеральный округ;Республика Адыгея;НС;36,53;
2017;2;Южный Федеральный округ;Республика Калмыкия;ВН;45,16;
2017;2;Южный Федеральный округ;Республика Калмыкия;НС;25,17;
2017;2;Южный Федеральный округ;Республика Крым;ВН;1580,38;
2017;2;Южный Федеральный округ;Республика Крым;НС;248,36;
2017;2;Южный Федеральный округ;Ростовская область;ВН;4294,84;
2017;2;Южный Федеральный округ;Ростовская область;НС;1089,15;
2017;2;Южный Федеральный округ;Севастополь;ВН;365,46;
2017;2;Южный Федеральный округ;Севастополь;НС;65,35;
2017;3;Дальневосточный Федеральный округ;Амурская область;ВН;807,93;
2017;3;Дальневосточный Федеральный округ;Амурская область;НС;422,37;
2017;3;Дальневосточный Федеральный округ;Еврейская автономная область;ВН;91,03;
2017;3;Дальневосточный Федеральный округ;Еврейская автономная область;НС;52,43;
2017;3;Дальневосточный Федеральный округ;Камчатский край;ВН;648,15;
2017;3;Дальневосточный Федеральный округ;Камчатский край;НС;307,16;
2017;3;Дальневосточный Федеральный округ;Магаданская область;ВН;467,33;
2017;3;Дальневосточный Федеральный округ;Магаданская область;НС;380,25;
2017;3;Дальневосточный Федеральный округ;Приморский край;ВН;1986,96;
2017;3;Дальневосточный Федеральный округ;Приморский край;НС;838,51;
2017;3;Дальневосточный Федеральный округ;Республика Саха (Якутия);ВН;1226,35;
2017;3;Дальневосточный Федеральный округ;Республика Саха (Якутия);НС;1045,36;
2017;3;Дальневосточный Федеральный округ;Сахалинская область;ВН;891,0;
2017;3;Дальневосточный Федеральный округ;Сахалинская область;НС;481,71;
2017;3;Дальневосточный Федеральный округ;Хабаровский край;ВН;4618,93;
2017;3;Дальневосточный Федеральный округ;Хабаровский край;НС;1227,69;
2017;3;Дальневосточный Федеральный округ;Чукотский автономный округ;ВН;229,21;
2017;3;Дальневосточный Федеральный округ;Чукотский автономный округ;НС;253,24;
2017;3;Приволжский Федеральный округ;Кировская область;ВН;467,47;
2017;3;Приволжский Федеральный округ;Кировская область;НС;430,12;
2017;3;Приволжский Федеральный округ;Нижегородская область;ВН;7982,03;
2017;3;Приволжский Федеральный округ;Нижегородская область;НС;1708,26;
2017;3;Приволжский Федеральный округ;Оренбургская область;ВН;786,51;
2017;3;Приволжский Федеральный округ;Оренбургская область;НС;714,94;
2017;3;Приволжский Федеральный округ;Пензенская область;ВН;506,21;
2017;3;Приволжский Федеральный округ;Пензенская область;НС;292,63;
2017;3;Приволжский Федеральный округ;Пермский край;ВН;1278,8;
2017;3;Приволжский Федеральный округ;Пермский край;НС;1118,44;
2017;3;Приволжский Федеральный округ;Республика Башкортостан;ВН;1535,21;
2017;3;Приволжский Федеральный округ;Республика Башкортостан;НС;1287,89;
2017;3;Приволжский Федеральный округ;Республика Марий Эл;ВН;250,79;
2017;3;Приволжский Федеральный округ;Республика Марий Эл;НС;184,39;
2017;3;Приволжский Федеральный округ;Республика Мордовия;ВН;1060,02;
2017;3;Приволжский Федеральный округ;Республика Мордовия;НС;253,16;
2017;3;Приволжский Федеральный округ;Республика Татарстан;ВН;8669,78;
2017;3;Приволжский Федеральный округ;Республика Татарстан;НС;1747,56;
2017;3;Приволжский Федеральный округ;Самарская область;ВН;8629,69;
2017;3;Приволжский Федеральный округ;Самарская область;НС;1625,37;
2017;3;Приволжский Федеральный округ;Саратовская область;ВН;1090,64;
2017;3;Приволжский Федеральный округ;Саратовская область;НС;593,21;
2017;3;Приволжский Федеральный округ;Удмуртская республика;ВН;660,32;
2017;3;Приволжский Федеральный округ;Удмуртская республика;НС;621,6;
2017;3;Приволжский Федеральный округ;Ульяновская область;ВН;1783,64;
2017;3;Приволжский Федеральный округ;Ульяновская область;НС;390,24;
2017;3;Приволжский Федеральный округ;Чувашская республика;ВН;466,42;
2017;3;Приволжский Федеральный округ;Чувашская республика;НС;333,35;
2017;3;Северо-Западный Федеральный округ;Архангельская область;ВН;694,92;
2017;3;Северо-Западный Федеральный округ;Архангельская область;НС;922,14;
2017;3;Северо-Западный Федеральный округ;Вологодская область;ВН;1030,34;
2017;3;Северо-Западный Федеральный округ;Вологодская область;НС;695,96;
2017;3;Северо-Западный Федеральный округ;Калининградская область;ВН;1797,25;
2017;3;Северо-Западный Федеральный округ;Калининградская область;НС;361,71;
2017;3;Северо-Западный Федеральный округ;Ленинградская область;ВН;1160,57;
2017;3;Северо-Западный Федеральный округ;Ленинградская область;НС;984,15;
2017;3;Северо-Западный Федеральный округ;Мурманская область;ВН;777,92;
2017;3;Северо-Западный Федеральный округ;Мурманская область;НС;583,09;
2017;3;Северо-Западный Федеральный округ;Ненецкий автономный округ;ВН;84,22;
2017;3;Северо-Западный Федеральный округ;Ненецкий автономный округ;НС;48,11;
2017;3;Северо-Западный Федеральный округ;Новгородская область;ВН;1177,16;
2017;3;Северо-Западный Федеральный округ;Новгородская область;НС;260,05;
2017;3;Северо-Западный Федеральный округ;Псковская область;ВН;200,65;
2017;3;Северо-Западный Федеральный округ;Псковская область;НС;144,65;
2017;3;Северо-Западный Федеральный округ;Республика Карелия;ВН;363,25;
2017;3;Северо-Западный Федеральный округ;Республика Карелия;НС;245,66;
2017;3;Северо-Западный Федеральный округ;Республика Коми;ВН;791,23;
2017;3;Северо-Западный Федеральный округ;Республика Коми;НС;717,7;
2017;3;Северо-Западный Федеральный округ;Санкт-Петербург;ВН;9271,59;
2017;3;Северо-Западный Федеральный округ;Санкт-Петербург;НС;4872,23;
2017;3;Северо-Кавказский Федеральный округ;Кабардино-Балкарская республика;ВН;141,14;
2017;3;Северо-Кавказский Федеральный округ;Кабардино-Балкарская республика;НС;52,93;
2017;3;Северо-Кавказский Федеральный округ;Республика Дагестан;ВН;290,42;
2017;3;Северо-Кавказский Федеральный округ;Республика Дагестан;НС;150,07;
2017;3;Северо-Кавказский Федеральный округ;Республика Ингушетия;ВН;33,51;
2017;3;Северо-Кавказский Федеральный округ;Республика Ингушетия;НС;17,5;
2017;3;Северо-Кавказский Федеральный округ;Республика Карачаево-Черкесия;ВН;338,72;
2017;3;Северо-Кавказский Федеральный округ;Республика Карачаево-Черкесия;НС;61,91;
2017;3;Северо-Кавказский Федеральный округ;Республика Северная Осетия - Алания;ВН;156,88;
2017;3;Северо-Кавказский Федеральный округ;Республика Северная Осетия - Алания;НС;61,87;
2017;3;Северо-Кавказский Федеральный округ;Ставропольский край;ВН;1006,99;
2017;3;Северо-Кавказский Федеральный округ;Ставропольский край;НС;511,82;
2017;3;Северо-Кавказский Федеральный округ;Чеченская республика;ВН;147,44;
2017;3;Северо-Кавказский Федеральный округ;Чеченская республика;НС;64,5;
2017;3;Сибирский Федеральный округ;Алтайский край;ВН;1028,6;
2017;3;Сибирский Федеральный округ;Алтайский край;НС;546,5;
2017;3;Сибирский Федеральный округ;Забайкальский край;ВН;591,76;
2017;3;Сибирский Федеральный округ;Забайкальский край;НС;402,57;
2017;3;Сибирский Федеральный округ;Иркутская область;ВН;1903,31;
2017;3;Сибирский Федеральный округ;Иркутская область;НС;1308,24;
2017;3;Сибирский Федеральный округ;Кемеровская область;ВН;1112,15;
2017;3;Сибирский Федеральный округ;Кемеровская область;НС;2679,19;
2017;3;Сибирский Федеральный округ;Красноярский край;ВН;2335,23;
2017;3;Сибирский Федеральный округ;Красноярский край;НС;1999,32;
2017;3;Сибирский Федеральный округ;Новосибирская область;ВН;7534,19;
2017;3;Сибирский Федеральный округ;Новосибирская область;НС;1345,24;
2017;3;Сибирский Федеральный округ;Омская область;ВН;1184,44;
2017;3;Сибирский Федеральный округ;Омская область;НС;480,46;
2017;3;Сибирский Федеральный округ;Республика Алтай;ВН;128,18;
2017;3;Сибирский Федеральный округ;Республика Алтай;НС;42,52;
2017;3;Сибирский Федеральный округ;Республика Бурятия;ВН;506,43;
2017;3;Сибирский Федеральный округ;Республика Бурятия;НС;333,56;
2017;3;Сибирский Федеральный округ;Республика Тыва;ВН;99,95;
2017;3;Сибирский Федеральный округ;Республика Тыва;НС;79,6;
2017;3;Сибирский Федеральный округ;Республика Хакасия;ВН;209,61;
2017;3;Сибирский Федеральный округ;Республика Хакасия;НС;229,93;
2017;3;Сибирский Федеральный округ;Томская область;ВН;972,18;
2017;3;Сибирский Федеральный округ;Томская область;НС;340,53;
2017;3;Уральский Федеральный округ;Курганская область;ВН;1183,88;
2017;3;Уральский Федеральный округ;Курганская область;НС;286,17;
2017;3;Уральский Федеральный округ;Свердловская область;ВН;2535,65;
2017;3;Уральский Федеральный округ;Свердловская область;НС;2784,63;
2017;3;Уральский Федеральный округ;Тюменская область;ВН;1304,97;
2017;3;Уральский Федеральный округ;Тюменская область;НС;687,3;
2017;3;Уральский Федеральный округ;Ханты-Мансийский автономный округ Югра;ВН;3562,12;
2017;3;Уральский Федеральный округ;Ханты-Мансийский автономный округ Югра;НС;1642,71;
2017;3;Уральский Федеральный округ;Челябинская область;ВН;1531,01;
2017;3;Уральский Федеральный округ;Челябинская область;НС;1804,85;
2017;3;Уральский Федеральный округ;Ямало-Ненецкий автономный округ;ВН;2182,77;
2017;3;Уральский Федеральный округ;Ямало-Ненецкий автономный округ;НС;867,57;
2017;3;Центральный Федеральный округ;Белгородская область;ВН;3051,07;
2017;3;Центральный Федеральный округ;Белгородская область;НС;896,12;
2017;3;Центральный Федеральный округ;Брянская область;ВН;1538,23;
2017;3;Центральный Федеральный округ;Брянская область;НС;359,75;
2017;3;Центральный Федеральный округ;Владимирская область;ВН;636,8;
2017;3;Центральный Федеральный округ;Владимирская область;НС;492,89;
2017;3;Центральный Федеральный округ;Воронежская область;ВН;1341,1;
2017;3;Центральный Федеральный округ;Воронежская область;НС;841,59;
2017;3;Центральный Федеральный округ;Ивановская область;ВН;330,56;
2017;3;Центральный Федеральный округ;Ивановская область;НС;171,53;
2017;3;Центральный Федеральный округ;Калужская область;ВН;2227,9;
2017;3;Центральный Федеральный округ;Калужская область;НС;615,76;
2017;3;Центральный Федеральный округ;Костромская область;ВН;268,91;
2017;3;Центральный Федеральный округ;Костромская область;НС;170,07;
2017;3;Центральный Федеральный округ;Курская область;ВН;545,6;
2017;3;Центральный Федеральный округ;Курская область;НС;362,95;
2017;3;Центральный Федеральный округ;Липецкая область;ВН;1980,52;
2017;3;Центральный Федеральный округ;Липецкая область;НС;693,98;
2017;3;Центральный Федеральный округ;Москва;ВН;30571,55;
2017;3;Центральный Федеральный округ;Москва;НС;12722,24;
2017;3;Центральный Федеральный округ;Московская область;ВН;7369,18;
2017;3;Центральный Федеральный округ;Московская область;НС;3972,54;
2017;3;Центральный Федеральный округ;Орловская область;ВН;496,65;
2017;3;Центральный Федеральный округ;Орловская область;НС;219,71;
2017;3;Центральный Федеральный округ;Рязанская область;ВН;582,43;
2017;3;Центральный Федеральный округ;Рязанская область;НС;347,3;
2017;3;Центральный Федеральный округ;Смоленская область;ВН;428,17;
2017;3;Центральный Федеральный округ;Смоленская область;НС;251,84;
2017;3;Центральный Федеральный округ;Тамбовская область;ВН;1262,34;
2017;3;Центральный Федеральный округ;Тамбовская область;НС;291,56;
2017;3;Центральный Федеральный округ;Тверская область;ВН;605,42;
2017;3;Центральный Федеральный округ;Тверская область;НС;454,43;
2017;3;Центральный Федеральный округ;Тульская область;ВН;792,59;
2017;3;Центральный Федеральный округ;Тульская область;НС;584,75;
2017;3;Центральный Федеральный округ;Ярославская область;ВН;592,87;
2017;3;Центральный Федеральный округ;Ярославская область;НС;609,84;
2017;3;Южный Федеральный округ;Астраханская область;ВН;1249,41;
2017;3;Южный Федеральный округ;Астраханская область;НС;177,81;
2017;3;Южный Федеральный округ;Волгоградская область;ВН;982,32;
2017;3;Южный Федеральный округ;Волгоградская область;НС;709,0;
2017;3;Южный Федеральный округ;Краснодарский край;ВН;3275,16;
2017;3;Южный Федеральный округ;Краснодарский край;НС;1678,33;
2017;3;Южный Федеральный округ;Республика Адыгея;ВН;195,73;
2017;3;Южный Федеральный округ;Республика Адыгея;НС;59,18;
2017;3;Южный Федеральный округ;Республика Калмыкия;ВН;99,69;
2017;3;Южный Федеральный округ;Республика Калмыкия;НС;42,09;
2017;3;Южный Федеральный округ;Республика Крым;ВН;2455,52;
2017;3;Южный Федеральный округ;Республика Крым;НС;385,87;
2017;3;Южный Федеральный округ;Ростовская область;ВН;6693,72;
2017;3;Южный Федеральный округ;Ростовская область;НС;1678,39;
2017;3;Южный Федеральный округ;Севастополь;ВН;576,83;
2017;3;Южный Федеральный округ;Севастополь;НС;103,65;
2017;4;Дальневосточный Федеральный округ;Амурская область;ВН;1384,11;
2017;4;Дальневосточный Федеральный округ;Амурская область;НС;594,74;
2017;4;Дальневосточный Федеральный округ;Еврейская автономная область;ВН;167,38;
2017;4;Дальневосточный Федеральный округ;Еврейская автономная область;НС;72,72;
2017;4;Дальневосточный Федеральный округ;Камчатский край;ВН;800,14;
2017;4;Дальневосточный Федеральный округ;Камчатский край;НС;410,19;
2017;4;Дальневосточный Федеральный округ;Магаданская область;ВН;712,21;
2017;4;Дальневосточный Федеральный округ;Магаданская область;НС;651,02;
2017;4;Дальневосточный Федеральный округ;Приморский край;ВН;3355,24;
2017;4;Дальневосточный Федеральный округ;Приморский край;НС;1174,57;
2017;4;Дальневосточный Федеральный округ;Республика Саха (Якутия);ВН;1469,73;
2017;4;Дальневосточный Федеральный округ;Республика Саха (Якутия);НС;1476,59;
2017;4;Дальневосточный Федеральный округ;Сахалинская область;ВН;1133,27;
2017;4;Дальневосточный Федеральный округ;Сахалинская область;НС;655,06;
2017;4;Дальневосточный Федеральный округ;Хабаровский край;ВН;6120,79;
2017;4;Дальневосточный Федеральный округ;Хабаровский край;НС;1715,21;
2017;4;Дальневосточный Федеральный округ;Чукотский автономный округ;ВН;265,76;
2017;4;Дальневосточный Федеральный округ;Чукотский автономный округ;НС;347,13;
2017;4;Приволжский Федеральный округ;Кировская область;ВН;615,25;
2017;4;Приволжский Федеральный округ;Кировская область;НС;563,56;
2017;4;Приволжский Федеральный округ;Нижегородская область;ВН;10840,91;
2017;4;Приволжский Федеральный округ;Нижегородская область;НС;2331,83;
2017;4;Приволжский Федеральный округ;Оренбургская область;ВН;1030,02;
2017;4;Приволжский Федеральный округ;Оренбургская область;НС;945,44;
2017;4;Приволжский Федеральный округ;Пензенская область;ВН;714,67;
2017;4;Приволжский Федеральный округ;Пензенская область;НС;390,3;
2017;4;Приволжский Федеральный округ;Пермский край;ВН;1666,87;
2017;4;Приволжский Федеральный округ;Пермский край;НС;1467,28;
2017;4;Приволжский Федеральный округ;Республика Башкортостан;ВН;2019,9;
2017;4;Приволжский Федеральный округ;Республика Башкортостан;НС;1681,68;
2017;4;Приволжский Федеральный округ;Республика Марий Эл;ВН;324,65;
2017;4;Приволжский Федеральный округ;Республика Марий Эл;НС;233,38;
2017;4;Приволжский Федеральный округ;Республика Мордовия;ВН;1450,38;
2017;4;Приволжский Федеральный округ;Республика Мордовия;НС;347,0;
2017;4;Приволжский Федеральный округ;Республика Татарстан;ВН;11945,51;
2017;4;Приволжский Федеральный округ;Республика Татарстан;НС;2401,4;
2017;4;Приволжский Федеральный округ;Самарская область;ВН;12035,11;
2017;4;Приволжский Федеральный округ;Самарская область;НС;2292,61;
2017;4;Приволжский Федеральный округ;Саратовская область;ВН;1489,07;
2017;4;Приволжский Федеральный округ;Саратовская область;НС;807,99;
2017;4;Приволжский Федеральный округ;Удмуртская республика;ВН;858,28;
2017;4;Приволжский Федеральный округ;Удмуртская республика;НС;827,12;
2017;4;Приволжский Федеральный округ;Ульяновская область;ВН;2449,63;
2017;4;Приволжский Федеральный округ;Ульяновская область;НС;535,63;
2017;4;Приволжский Федеральный округ;Чувашская республика;ВН;626,68;
2017;4;Приволжский Федеральный округ;Чувашская республика;НС;436,36;
2017;4;Северо-Западный Федеральный округ;Архангельская область;ВН;875,52;
2017;4;Северо-Западный Федеральный округ;Архангельская область;НС;1186,19;
2017;4;Северо-Западный Федеральный округ;Вологодская область;ВН;1840,82;
2017;4;Северо-Западный Федеральный округ;Вологодская область;НС;976,66;
2017;4;Северо-Западный Федеральный округ;Калининградская область;ВН;2505,12;
2017;4;Северо-Западный Федеральный округ;Калининградская область;НС;500,65;
2017;4;Северо-Западный Федеральный округ;Ленинградская область;ВН;1524,45;
2017;4;Северо-Западный Федеральный округ;Ленинградская область;НС;1319,8;
2017;4;Северо-Западный Федеральный округ;Мурманская область;ВН;933,44;
2017;4;Северо-Западный Федеральный округ;Мурманская область;НС;714,71;
2017;4;Северо-Западный Федеральный округ;Ненецкий автономный округ;ВН;95,18;
2017;4;Северо-Западный Федеральный округ;Ненецкий автономный округ;НС;63,79;
2017;4;Северо-Западный Федеральный округ;Новгородская область;ВН;1592,53;
2017;4;Северо-Западный Федеральный округ;Новгородская область;НС;352,64;
2017;4;Северо-Западный Федеральный округ;Псковская область;ВН;279,83;
2017;4;Северо-Западный Федеральный округ;Псковская область;НС;194,65;
2017;4;Северо-Западный Федеральный округ;Республика Карелия;ВН;476,73;
2017;4;Северо-Западный Федеральный округ;Республика Карелия;НС;337,84;
2017;4;Северо-Западный Федеральный округ;Республика Коми;ВН;922,28;
2017;4;Северо-Западный Федеральный округ;Республика Коми;НС;919,5;
2017;4;Северо-Западный Федеральный округ;Санкт-Петербург;ВН;11852,9;
2017;4;Северо-Западный Федеральный округ;Санкт-Петербург;НС;6551,62;
2017;4;Северо-Кавказский Федеральный округ;Кабардино-Балкарская республика;ВН;185,05;
2017;4;Северо-Кавказский Федеральный округ;Кабардино-Балкарская республика;НС;72,21;
2017;4;Северо-Кавказский Федеральный округ;Республика Дагестан;ВН;395,62;
2017;4;Северо-Кавказский Федеральный округ;Республика Дагестан;НС;208,06;
2017;4;Северо-Кавказский Федеральный округ;Республика Ингушетия;ВН;44,32;
2017;4;Северо-Кавказский Федеральный округ;Республика Ингушетия;НС;23,52;
2017;4;Северо-Кавказский Федеральный округ;Республика Карачаево-Черкесия;ВН;484,73;
2017;4;Северо-Кавказский Федеральный округ;Республика Карачаево-Черкесия;НС;85,68;
2017;4;Северо-Кавказский Федеральный округ;Республика Северная Осетия - Алания;ВН;209,37;
2017;4;Северо-Кавказский Федеральный округ;Республика Северная Осетия - Алания;НС;82,54;
2017;4;Северо-Кавказский Федеральный округ;Ставропольский край;ВН;1363,4;
2017;4;Северо-Кавказский Федеральный округ;Ставропольский край;НС;717,0;
2017;4;Северо-Кавказский Федеральный округ;Чеченская республика;ВН;213,93;
2017;4;Северо-Кавказский Федеральный округ;Чеченская республика;НС;95,85;
2017;4;Сибирский Федеральный округ;Алтайский край;ВН;2070,4;
2017;4;Сибирский Федеральный округ;Алтайский край;НС;785,57;
2017;4;Сибирский Федеральный округ;Забайкальский край;ВН;781,76;
2017;4;Сибирский Федеральный округ;Забайкальский край;НС;611,31;
2017;4;Сибирский Федеральный округ;Иркутская область;ВН;2419,08;
2017;4;Сибирский Федеральный округ;Иркутская область;НС;1748,43;
2017;4;Сибирский Федеральный округ;Кемеровская область;ВН;1446,41;
2017;4;Сибирский Федеральный округ;Кемеровская область;НС;3396,55;
2017;4;Сибирский Федеральный округ;Красноярский край;ВН;2921,01;
2017;4;Сибирский Федеральный округ;Красноярский край;НС;2555,96;
2017;4;Сибирский Федеральный округ;Новосибирская область;ВН;10408,73;
2017;4;Сибирский Федеральный округ;Новосибирская область;НС;1927,26;
2017;4;Сибирский Федеральный округ;Омская область;ВН;2200,31;
2017;4;Сибирский Федеральный округ;Омская область;НС;683,23;
2017;4;Сибирский Федеральный округ;Республика Алтай;ВН;232,22;
2017;4;Сибирский Федеральный округ;Республика Алтай;НС;61,17;
2017;4;Сибирский Федеральный округ;Республика Бурятия;ВН;979,47;
2017;4;Сибирский Федеральный округ;Республика Бурятия;НС;490,61;
2017;4;Сибирский Федеральный округ;Республика Тыва;ВН;136,95;
2017;4;Сибирский Федеральный округ;Республика Тыва;НС;124,29;
2017;4;Сибирский Федеральный округ;Республика Хакасия;ВН;269,46;
2017;4;Сибирский Федеральный округ;Республика Хакасия;НС;300,7;
2017;4;Сибирский Федеральный округ;Томская область;ВН;1806,43;
2017;4;Сибирский Федеральный округ;Томская область;НС;484,15;
2017;4;Уральский Федеральный округ;Курганская область;ВН;1660,83;
2017;4;Уральский Федеральный округ;Курганская область;НС;391,42;
2017;4;Уральский Федеральный округ;Свердловская область;ВН;3336,16;
2017;4;Уральский Федеральный округ;Свердловская область;НС;3600,8;
2017;4;Уральский Федеральный округ;Тюменская область;ВН;1558,94;
2017;4;Уральский Федеральный округ;Тюменская область;НС;940,07;
2017;4;Уральский Федеральный округ;Ханты-Мансийский автономный округ Югра;ВН;4174,24;
2017;4;Уральский Федеральный округ;Ханты-Мансийский автономный округ Югра;НС;2180,3;
2017;4;Уральский Федеральный округ;Челябинская область;ВН;2107,77;
2017;4;Уральский Федеральный округ;Челябинская область;НС;2356,59;
2017;4;Уральский Федеральный округ;Ямало-Ненецкий автономный округ;ВН;2391,82;
2017;4;Уральский Федеральный округ;Ямало-Ненецкий автономный округ;НС;1134,65;
2017;4;Центральный Федеральный округ;Белгородская область;ВН;4201,16;
2017;4;Центральный Федеральный округ;Белгородская область;НС;1215,12;
2017;4;Центральный Федеральный округ;Брянская область;ВН;2154,7;
2017;4;Центральный Федеральный округ;Брянская область;НС;503,39;
2017;4;Центральный Федеральный округ;Владимирская область;ВН;857,28;
2017;4;Центральный Федеральный округ;Владимирская область;НС;659,49;
2017;4;Центральный Федеральный округ;Воронежская область;ВН;1811,71;
2017;4;Центральный Федеральный округ;Воронежская область;НС;1142,48;
2017;4;Центральный Федеральный округ;Ивановская область;ВН;449,65;
2017;4;Центральный Федеральный округ;Ивановская область;НС;238,41;
2017;4;Центральный Федеральный округ;Калужская область;ВН;3071,22;
2017;4;Центральный Федеральный округ;Калужская область;НС;862,97;
2017;4;Центральный Федеральный округ;Костромская область;ВН;364,52;
2017;4;Центральный Федеральный округ;Костромская область;НС;222,84;
2017;4;Центральный Федеральный округ;Курская область;ВН;748,89;
2017;4;Центральный Федеральный округ;Курская область;НС;488,3;
2017;4;Центральный Федеральный округ;Липецкая область;ВН;2726,06;
2017;4;Центральный Федеральный округ;Липецкая область;НС;922,81;
2017;4;Центральный Федеральный округ;Москва;ВН;38155,7;
2017;4;Центральный Федеральный округ;Москва;НС;17619,21;
2017;4;Центральный Федеральный округ;Московская область;ВН;9717,57;
2017;4;Центральный Федеральный округ;Московская область;НС;5362,74;
2017;4;Центральный Федеральный округ;Орловская область;ВН;880,08;
2017;4;Центральный Федеральный округ;Орловская область;НС;310,25;
2017;4;Центральный Федеральный округ;Рязанская область;ВН;795,39;
2017;4;Центральный Федеральный округ;Рязанская область;НС;463,0;
2017;4;Центральный Федеральный округ;Смоленская область;ВН;591,38;
2017;4;Центральный Федеральный округ;Смоленская область;НС;333,33;
2017;4;Центральный Федеральный округ;Тамбовская область;ВН;1804,58;
2017;4;Центральный Федеральный округ;Тамбовская область;НС;415,95;
2017;4;Центральный Федеральный округ;Тверская область;ВН;817,55;
2017;4;Центральный Федеральный округ;Тверская область;НС;606,62;
2017;4;Центральный Федеральный округ;Тульская область;ВН;1048,35;
2017;4;Центральный Федеральный округ;Тульская область;НС;802,67;
2017;4;Центральный Федеральный округ;Ярославская область;ВН;802,89;
2017;4;Центральный Федеральный округ;Ярославская область;НС;824,61;
2017;4;Южный Федеральный округ;Астраханская область;ВН;1721,15;
2017;4;Южный Федеральный округ;Астраханская область;НС;253,48;
2017;4;Южный Федеральный округ;Волгоградская область;ВН;1335,42;
2017;4;Южный Федеральный округ;Волгоградская область;НС;940,36;
2017;4;Южный Федеральный округ;Краснодарский край;ВН;4374,52;
2017;4;Южный Федеральный округ;Краснодарский край;НС;2272,72;
2017;4;Южный Федеральный округ;Республика Адыгея;ВН;344,76;
2017;4;Южный Федеральный округ;Республика Адыгея;НС;83,62;
2017;4;Южный Федеральный округ;Республика Калмыкия;ВН;179,23;
2017;4;Южный Федеральный округ;Республика Калмыкия;НС;60,51;
2017;4;Южный Федеральный округ;Республика Крым;ВН;3479,52;
2017;4;Южный Федеральный округ;Республика Крым;НС;552,87;
2017;4;Южный Федеральный округ;Ростовская область;ВН;9373,0;
2017;4;Южный Федеральный округ;Ростовская область;НС;2320,18;
2017;4;Южный Федеральный округ;Севастополь;ВН;840,78;
2017;4;Южный Федеральный округ;Севастополь;НС;146,96;
2018;1;Дальневосточный Федеральный округ;Амурская область;ВН;555,09;
2018;1;Дальневосточный Федеральный округ;Амурская область;НС;180,94;
2018;1;Дальневосточный Федеральный округ;Еврейская автономная область;ВН;76,02;
2018;1;Дальневосточный Федеральный округ;Еврейская автономная область;НС;19,17;
2018;1;Дальневосточный Федеральный округ;Камчатский край;ВН;155,55;
2018;1;Дальневосточный Федеральный округ;Камчатский край;НС;78,7;
2018;1;Дальневосточный Федеральный округ;Магаданская область;ВН;276,11;
2018;1;Дальневосточный Федеральный округ;Магаданская область;НС;169,16;
2018;1;Дальневосточный Федеральный округ;Приморский край;ВН;1366,93;
2018;1;Дальневосточный Федеральный округ;Приморский край;НС;315,99;
2018;1;Дальневосточный Федеральный округ;Республика Саха (Якутия);ВН;318,34;
2018;1;Дальневосточный Федеральный округ;Республика Саха (Якутия);НС;303,17;
2018;1;Дальневосточный Федеральный округ;Сахалинская область;ВН;286,92;
2018;1;Дальневосточный Федеральный округ;Сахалинская область;НС;148,88;
2018;1;Дальневосточный Федеральный округ;Хабаровский край;ВН;1523,02;
2018;1;Дальневосточный Федеральный округ;Хабаровский край;НС;403,51;
2018;1;Дальневосточный Федеральный округ;Чукотский автономный округ;ВН;75,65;
2018;1;Дальневосточный Федеральный округ;Чукотский автономный округ;НС;70,98;
2018;1;Приволжский Федеральный округ;Кировская область;ВН;159,64;
2018;1;Приволжский Федеральный округ;Кировская область;НС;137,06;
2018;1;Приволжский Федеральный округ;Нижегородская область;ВН;2635,73;
2018;1;Приволжский Федеральный округ;Нижегородская область;НС;589,83;
2018;1;Приволжский Федеральный округ;Оренбургская область;ВН;248,32;
2018;1;Приволжский Федеральный округ;Оренбургская область;НС;249,33;
2018;1;Приволжский Федеральный округ;Пензенская область;ВН;165,75;
2018;1;Приволжский Федеральный округ;Пензенская область;НС;98,97;
2018;1;Приволжский Федеральный округ;Пермский край;ВН;391,73;
2018;1;Приволжский Федеральный округ;Пермский край;НС;359,29;
2018;1;Приволжский Федеральный округ;Республика Башкортостан;ВН;463,28;
2018;1;Приволжский Федеральный округ;Республика Башкортостан;НС;411,76;
2018;1;Приволжский Федеральный округ;Республика Марий Эл;ВН;72,69;
2018;1;Приволжский Федеральный округ;Республика Марий Эл;НС;72,07;
2018;1;Приволжский Федеральный округ;Республика Мордовия;ВН;368,88;
2018;1;Приволжский Федеральный округ;Республика Мордовия;НС;83,92;
2018;1;Приволжский Федеральный округ;Республика Татарстан;ВН;2856,69;
2018;1;Приволжский Федеральный округ;Республика Татарстан;НС;611,54;
