Год;Месяц;Федеральный округ;Регион;Тип транспорта;Количество талонов на проезд по путевкам на СКЛ от ФСС РФ, шт.;Количество талонов на проезд по путевкам на СКЛ от ОГИВ в сфере здравоохранения, шт.;Количество талонов на проезд по направлению на лечение от ОГИВ в сфере здравоохранения, шт.;
2015;1;Дальневосточный Федеральный округ;Приморский край;автомобильный;3,0;-;-;
2015;1;Дальневосточный Федеральный округ;Приморский край;железнодорожный;13593,0;-;-;
2015;1;Дальневосточный Федеральный округ;Хабаровский край;авиационный;5,0;-;-;
2015;1;Дальневосточный Федеральный округ;Хабаровский край;автомобильный;50,0;-;-;
2015;1;Дальневосточный Федеральный округ;Хабаровский край;железнодорожный;1636,0;-;-;
2015;1;Приволжский Федеральный округ;Республика Мордовия;железнодорожный;723,0;-;-;
2015;1;Приволжский Федеральный округ;Удмуртская республика;автомобильный;1,0;-;-;
2015;1;Приволжский Федеральный округ;Удмуртская республика;железнодорожный;958,0;-;-;
2015;1;Приволжский Федеральный округ;Чувашская республика;железнодорожный;391,0;-;-;
2015;1;Северо-Западный Федеральный округ;Республика Коми;авиационный;2,0;-;-;
2015;1;Северо-Западный Федеральный округ;Республика Коми;железнодорожный;782,0;-;-;
2015;1;Северо-Кавказский Федеральный округ;Республика Карачаево-Черкесия;автомобильный;4,0;-;-;
2015;1;Северо-Кавказский Федеральный округ;Республика Карачаево-Черкесия;железнодорожный;255,0;-;-;
2015;1;Северо-Кавказский Федеральный округ;Чеченская республика;железнодорожный;919,0;-;-;
2015;1;Сибирский Федеральный округ;Алтайский край;железнодорожный;356,0;-;-;
2015;1;Сибирский Федеральный округ;Республика Алтай;железнодорожный;6,0;-;-;
2015;1;Сибирский Федеральный округ;Республика Тыва;железнодорожный;94,0;-;-;
2015;1;Сибирский Федеральный округ;Республика Хакасия;железнодорожный;1,0;-;-;
2015;1;Южный Федеральный округ;Республика Калмыкия;железнодорожный;287,0;-;-;
2015;10;Дальневосточный Федеральный округ;Амурская область;автомобильный;988,0;-;-;
2015;10;Дальневосточный Федеральный округ;Приморский край;авиационный;60,0;-;-;
2015;10;Дальневосточный Федеральный округ;Приморский край;автомобильный;110,0;-;-;
2015;10;Дальневосточный Федеральный округ;Приморский край;железнодорожный;15973,0;-;-;
2015;10;Дальневосточный Федеральный округ;Хабаровский край;авиационный;216,0;-;-;
2015;10;Дальневосточный Федеральный округ;Хабаровский край;автомобильный;32,0;-;-;
2015;10;Дальневосточный Федеральный округ;Хабаровский край;водный;17,0;-;-;
2015;10;Дальневосточный Федеральный округ;Хабаровский край;железнодорожный;1001,0;-;-;
2015;10;Приволжский Федеральный округ;Республика Марий Эл;авиационный;94,0;-;-;
2015;10;Приволжский Федеральный округ;Республика Марий Эл;автомобильный;122,0;-;-;
2015;10;Приволжский Федеральный округ;Республика Марий Эл;железнодорожный;1,0;-;-;
2015;10;Приволжский Федеральный округ;Республика Мордовия;автомобильный;234,0;-;-;
2015;10;Приволжский Федеральный округ;Республика Мордовия;железнодорожный;511,0;-;-;
2015;10;Приволжский Федеральный округ;Удмуртская республика;авиационный;595,0;-;-;
2015;10;Приволжский Федеральный округ;Удмуртская республика;автомобильный;347,0;-;-;
2015;10;Приволжский Федеральный округ;Удмуртская республика;железнодорожный;1786,0;-;-;
2015;10;Приволжский Федеральный округ;Чувашская республика;автомобильный;97,0;-;-;
2015;10;Приволжский Федеральный округ;Чувашская республика;железнодорожный;369,0;-;-;
2015;10;Северо-Западный Федеральный округ;Республика Коми;авиационный;350,0;-;-;
2015;10;Северо-Западный Федеральный округ;Республика Коми;автомобильный;247,0;-;-;
2015;10;Северо-Западный Федеральный округ;Республика Коми;железнодорожный;928,0;-;-;
2015;10;Северо-Кавказский Федеральный округ;Республика Карачаево-Черкесия;автомобильный;22,0;-;-;
2015;10;Северо-Кавказский Федеральный округ;Республика Карачаево-Черкесия;железнодорожный;257,0;-;-;
2015;10;Северо-Кавказский Федеральный округ;Чеченская республика;железнодорожный;1017,0;-;-;
2015;10;Сибирский Федеральный округ;Алтайский край;авиационный;444,0;-;-;
2015;10;Сибирский Федеральный округ;Алтайский край;автомобильный;581,0;-;-;
2015;10;Сибирский Федеральный округ;Алтайский край;железнодорожный;694,0;-;-;
2015;10;Сибирский Федеральный округ;Республика Алтай;автомобильный;38,0;-;-;
2015;10;Сибирский Федеральный округ;Республика Алтай;железнодорожный;44,0;-;-;
2015;10;Сибирский Федеральный округ;Республика Тыва;железнодорожный;186,0;-;-;
2015;10;Сибирский Федеральный округ;Республика Хакасия;авиационный;232,0;-;-;
2015;10;Сибирский Федеральный округ;Республика Хакасия;автомобильный;12,0;-;-;
2015;10;Сибирский Федеральный округ;Республика Хакасия;железнодорожный;193,0;-;-;
2015;10;Южный Федеральный округ;Республика Калмыкия;авиационный;60,0;-;-;
2015;10;Южный Федеральный округ;Республика Калмыкия;автомобильный;30,0;-;-;
2015;10;Южный Федеральный округ;Республика Калмыкия;железнодорожный;351,0;-;-;
2015;11;Дальневосточный Федеральный округ;Амурская область;автомобильный;1873,0;-;-;
2015;11;Дальневосточный Федеральный округ;Приморский край;авиационный;223,0;-;-;
2015;11;Дальневосточный Федеральный округ;Приморский край;автомобильный;93,0;-;-;
2015;11;Дальневосточный Федеральный округ;Приморский край;железнодорожный;22517,0;-;-;
2015;11;Дальневосточный Федеральный округ;Хабаровский край;авиационный;148,0;-;-;
2015;11;Дальневосточный Федеральный округ;Хабаровский край;автомобильный;38,0;-;-;
2015;11;Дальневосточный Федеральный округ;Хабаровский край;водный;1,0;-;-;
2015;11;Дальневосточный Федеральный округ;Хабаровский край;железнодорожный;1310,0;-;-;
2015;11;Приволжский Федеральный округ;Республика Марий Эл;автомобильный;25,0;-;-;
2015;11;Приволжский Федеральный округ;Республика Марий Эл;железнодорожный;22,0;-;-;
2015;11;Приволжский Федеральный округ;Республика Мордовия;автомобильный;174,0;-;-;
2015;11;Приволжский Федеральный округ;Республика Мордовия;железнодорожный;1082,0;-;-;
2015;11;Приволжский Федеральный округ;Удмуртская республика;авиационный;39,0;-;-;
2015;11;Приволжский Федеральный округ;Удмуртская республика;автомобильный;301,0;-;-;
2015;11;Приволжский Федеральный округ;Удмуртская республика;железнодорожный;2235,0;-;-;
2015;11;Приволжский Федеральный округ;Чувашская республика;авиационный;81,0;-;-;
2015;11;Приволжский Федеральный округ;Чувашская республика;автомобильный;80,0;-;-;
2015;11;Приволжский Федеральный округ;Чувашская республика;железнодорожный;360,0;-;-;
2015;11;Северо-Западный Федеральный округ;Республика Коми;авиационный;388,0;-;-;
2015;11;Северо-Западный Федеральный округ;Республика Коми;автомобильный;185,0;-;-;
2015;11;Северо-Западный Федеральный округ;Республика Коми;железнодорожный;954,0;-;-;
2015;11;Северо-Кавказский Федеральный округ;Республика Карачаево-Черкесия;авиационный;178,0;-;-;
2015;11;Северо-Кавказский Федеральный округ;Республика Карачаево-Черкесия;автомобильный;27,0;-;-;
2015;11;Северо-Кавказский Федеральный округ;Республика Карачаево-Черкесия;железнодорожный;183,0;-;-;
2015;11;Северо-Кавказский Федеральный округ;Чеченская республика;железнодорожный;1510,0;-;-;
2015;11;Сибирский Федеральный округ;Алтайский край;авиационный;130,0;-;-;
2015;11;Сибирский Федеральный округ;Алтайский край;автомобильный;666,0;-;-;
2015;11;Сибирский Федеральный округ;Алтайский край;железнодорожный;1204,0;-;-;
2015;11;Сибирский Федеральный округ;Республика Алтай;автомобильный;185,0;-;-;
2015;11;Сибирский Федеральный округ;Республика Алтай;железнодорожный;177,0;-;-;
2015;11;Сибирский Федеральный округ;Республика Тыва;автомобильный;2,0;-;-;
2015;11;Сибирский Федеральный округ;Республика Тыва;железнодорожный;106,0;-;-;
2015;11;Сибирский Федеральный округ;Республика Хакасия;авиационный;110,0;-;-;
2015;11;Сибирский Федеральный округ;Республика Хакасия;железнодорожный;76,0;-;-;
2015;11;Южный Федеральный округ;Республика Калмыкия;авиационный;8,0;-;-;
2015;11;Южный Федеральный округ;Республика Калмыкия;автомобильный;21,0;-;-;
2015;11;Южный Федеральный округ;Республика Калмыкия;железнодорожный;333,0;-;-;
2015;12;Дальневосточный Федеральный округ;Амурская область;автомобильный;754,0;-;-;
2015;12;Дальневосточный Федеральный округ;Приморский край;авиационный;72,0;-;-;
2015;12;Дальневосточный Федеральный округ;Приморский край;железнодорожный;21844,0;-;-;
2015;12;Дальневосточный Федеральный округ;Хабаровский край;авиационный;320,0;-;-;
2015;12;Дальневосточный Федеральный округ;Хабаровский край;автомобильный;30,0;-;-;
2015;12;Дальневосточный Федеральный округ;Хабаровский край;железнодорожный;1031,0;-;-;
2015;12;Приволжский Федеральный округ;Республика Марий Эл;автомобильный;24,0;-;-;
2015;12;Приволжский Федеральный округ;Республика Марий Эл;железнодорожный;51,0;-;-;
2015;12;Приволжский Федеральный округ;Республика Мордовия;автомобильный;374,0;-;-;
2015;12;Приволжский Федеральный округ;Республика Мордовия;железнодорожный;1548,0;-;-;
2015;12;Приволжский Федеральный округ;Удмуртская республика;авиационный;688,0;-;-;
2015;12;Приволжский Федеральный округ;Удмуртская республика;автомобильный;272,0;-;-;
2015;12;Приволжский Федеральный округ;Удмуртская республика;железнодорожный;2711,0;-;-;
2015;12;Приволжский Федеральный округ;Чувашская республика;авиационный;42,0;-;-;
2015;12;Приволжский Федеральный округ;Чувашская республика;автомобильный;311,0;-;-;
2015;12;Приволжский Федеральный округ;Чувашская республика;железнодорожный;25,0;-;-;
2015;12;Северо-Западный Федеральный округ;Республика Коми;авиационный;435,0;-;-;
2015;12;Северо-Западный Федеральный округ;Республика Коми;автомобильный;451,0;-;-;
2015;12;Северо-Западный Федеральный округ;Республика Коми;железнодорожный;886,0;-;-;
2015;12;Северо-Кавказский Федеральный округ;Республика Карачаево-Черкесия;авиационный;88,0;-;-;
2015;12;Северо-Кавказский Федеральный округ;Республика Карачаево-Черкесия;автомобильный;73,0;-;-;
2015;12;Северо-Кавказский Федеральный округ;Республика Карачаево-Черкесия;железнодорожный;97,0;-;-;
2015;12;Северо-Кавказский Федеральный округ;Чеченская республика;авиационный;888,0;-;-;
2015;12;Северо-Кавказский Федеральный округ;Чеченская республика;железнодорожный;2012,0;-;-;
2015;12;Сибирский Федеральный округ;Алтайский край;авиационный;118,0;-;-;
2015;12;Сибирский Федеральный округ;Алтайский край;автомобильный;937,0;-;-;
2015;12;Сибирский Федеральный округ;Алтайский край;железнодорожный;793,0;-;-;
2015;12;Сибирский Федеральный округ;Республика Алтай;автомобильный;192,0;-;-;
2015;12;Сибирский Федеральный округ;Республика Алтай;железнодорожный;108,0;-;-;
2015;12;Сибирский Федеральный округ;Республика Тыва;автомобильный;1,0;-;-;
2015;12;Сибирский Федеральный округ;Республика Тыва;железнодорожный;9,0;-;-;
2015;12;Сибирский Федеральный округ;Республика Хакасия;авиационный;372,0;-;-;
2015;12;Сибирский Федеральный округ;Республика Хакасия;автомобильный;25,0;-;-;
2015;12;Сибирский Федеральный округ;Республика Хакасия;железнодорожный;221,0;-;-;
2015;12;Южный Федеральный округ;Республика Калмыкия;авиационный;183,0;-;-;
2015;12;Южный Федеральный округ;Республика Калмыкия;автомобильный;96,0;-;-;
2015;12;Южный Федеральный округ;Республика Калмыкия;железнодорожный;300,0;-;-;
2015;2;Дальневосточный Федеральный округ;Приморский край;железнодорожный;58,0;-;-;
2015;2;Дальневосточный Федеральный округ;Хабаровский край;железнодорожный;3,0;-;-;
2015;2;Приволжский Федеральный округ;Чувашская республика;автомобильный;3,0;-;-;
2015;2;Северо-Западный Федеральный округ;Республика Коми;железнодорожный;1,0;-;-;
2015;2;Северо-Кавказский Федеральный округ;Чеченская республика;железнодорожный;5,0;-;-;
2015;3;Дальневосточный Федеральный округ;Приморский край;железнодорожный;7,0;-;-;
2015;3;Северо-Западный Федеральный округ;Республика Коми;авиационный;1,0;-;-;
2015;3;Северо-Кавказский Федеральный округ;Республика Карачаево-Черкесия;автомобильный;1,0;-;-;
2015;4;Дальневосточный Федеральный округ;Приморский край;авиационный;19,0;-;-;
2015;4;Дальневосточный Федеральный округ;Приморский край;железнодорожный;62,0;-;-;
2015;4;Дальневосточный Федеральный округ;Хабаровский край;авиационный;35,0;-;-;
2015;4;Дальневосточный Федеральный округ;Хабаровский край;железнодорожный;2,0;-;-;
2015;4;Приволжский Федеральный округ;Удмуртская республика;автомобильный;3,0;-;-;
2015;4;Приволжский Федеральный округ;Удмуртская республика;железнодорожный;15,0;-;-;
2015;4;Северо-Западный Федеральный округ;Республика Коми;автомобильный;10,0;-;-;
2015;4;Северо-Западный Федеральный округ;Республика Коми;железнодорожный;6,0;-;-;
2015;4;Сибирский Федеральный округ;Алтайский край;автомобильный;157,0;-;-;
2015;4;Сибирский Федеральный округ;Алтайский край;железнодорожный;2,0;-;-;
2015;5;Дальневосточный Федеральный округ;Амурская область;автомобильный;92,0;-;-;
2015;5;Дальневосточный Федеральный округ;Приморский край;авиационный;2,0;-;-;
2015;5;Дальневосточный Федеральный округ;Приморский край;автомобильный;13,0;-;-;
2015;5;Дальневосточный Федеральный округ;Приморский край;железнодорожный;2762,0;-;-;
2015;5;Дальневосточный Федеральный округ;Хабаровский край;авиационный;14,0;-;-;
2015;5;Дальневосточный Федеральный округ;Хабаровский край;автомобильный;5,0;-;-;
2015;5;Дальневосточный Федеральный округ;Хабаровский край;железнодорожный;281,0;-;-;
2015;5;Приволжский Федеральный округ;Республика Марий Эл;автомобильный;13,0;-;-;
2015;5;Приволжский Федеральный округ;Республика Марий Эл;железнодорожный;28,0;-;-;
2015;5;Приволжский Федеральный округ;Республика Мордовия;автомобильный;31,0;-;-;
2015;5;Приволжский Федеральный округ;Удмуртская республика;автомобильный;66,0;-;-;
2015;5;Приволжский Федеральный округ;Удмуртская республика;железнодорожный;120,0;-;-;
2015;5;Приволжский Федеральный округ;Чувашская республика;железнодорожный;4,0;-;-;
2015;5;Северо-Западный Федеральный округ;Республика Коми;автомобильный;27,0;-;-;
2015;5;Северо-Западный Федеральный округ;Республика Коми;железнодорожный;253,0;-;-;
2015;5;Северо-Кавказский Федеральный округ;Республика Карачаево-Черкесия;автомобильный;2,0;-;-;
2015;5;Северо-Кавказский Федеральный округ;Республика Карачаево-Черкесия;железнодорожный;2,0;-;-;
2015;5;Северо-Кавказский Федеральный округ;Чеченская республика;железнодорожный;2,0;-;-;
2015;5;Сибирский Федеральный округ;Алтайский край;авиационный;12,0;-;-;
2015;5;Сибирский Федеральный округ;Алтайский край;автомобильный;210,0;-;-;
2015;5;Сибирский Федеральный округ;Алтайский край;железнодорожный;244,0;-;-;
2015;5;Сибирский Федеральный округ;Республика Алтай;железнодорожный;15,0;-;-;
2015;5;Сибирский Федеральный округ;Республика Тыва;железнодорожный;48,0;-;-;
2015;5;Сибирский Федеральный округ;Республика Хакасия;авиационный;28,0;-;-;
2015;5;Южный Федеральный округ;Республика Калмыкия;автомобильный;3,0;-;-;
2015;5;Южный Федеральный округ;Республика Калмыкия;железнодорожный;194,0;-;-;
2015;6;Дальневосточный Федеральный округ;Амурская область;автомобильный;90,0;-;-;
2015;6;Дальневосточный Федеральный округ;Приморский край;авиационный;48,0;-;-;
2015;6;Дальневосточный Федеральный округ;Приморский край;автомобильный;9,0;-;-;
2015;6;Дальневосточный Федеральный округ;Приморский край;железнодорожный;11687,0;-;-;
2015;6;Дальневосточный Федеральный округ;Хабаровский край;авиационный;130,0;-;-;
2015;6;Дальневосточный Федеральный округ;Хабаровский край;автомобильный;17,0;-;-;
2015;6;Дальневосточный Федеральный округ;Хабаровский край;водный;2,0;-;-;
2015;6;Дальневосточный Федеральный округ;Хабаровский край;железнодорожный;1298,0;-;-;
2015;6;Приволжский Федеральный округ;Республика Марий Эл;железнодорожный;22,0;-;-;
2015;6;Приволжский Федеральный округ;Республика Мордовия;автомобильный;150,0;-;-;
2015;6;Приволжский Федеральный округ;Республика Мордовия;железнодорожный;19,0;-;-;
2015;6;Приволжский Федеральный округ;Удмуртская республика;автомобильный;185,0;-;-;
2015;6;Приволжский Федеральный округ;Удмуртская республика;железнодорожный;785,0;-;-;
2015;6;Приволжский Федеральный округ;Чувашская республика;автомобильный;126,0;-;-;
2015;6;Приволжский Федеральный округ;Чувашская республика;железнодорожный;106,0;-;-;
2015;6;Северо-Западный Федеральный округ;Республика Коми;авиационный;2,0;-;-;
2015;6;Северо-Западный Федеральный округ;Республика Коми;автомобильный;47,0;-;-;
2015;6;Северо-Западный Федеральный округ;Республика Коми;железнодорожный;695,0;-;-;
2015;6;Северо-Кавказский Федеральный округ;Республика Карачаево-Черкесия;автомобильный;12,0;-;-;
2015;6;Северо-Кавказский Федеральный округ;Республика Карачаево-Черкесия;железнодорожный;152,0;-;-;
2015;6;Северо-Кавказский Федеральный округ;Чеченская республика;железнодорожный;116,0;-;-;
2015;6;Сибирский Федеральный округ;Алтайский край;автомобильный;297,0;-;-;
2015;6;Сибирский Федеральный округ;Алтайский край;железнодорожный;821,0;-;-;
2015;6;Сибирский Федеральный округ;Республика Алтай;автомобильный;122,0;-;-;
2015;6;Сибирский Федеральный округ;Республика Алтай;железнодорожный;17,0;-;-;
2015;6;Сибирский Федеральный округ;Республика Тыва;железнодорожный;147,0;-;-;
2015;6;Сибирский Федеральный округ;Республика Хакасия;авиационный;8,0;-;-;
2015;6;Сибирский Федеральный округ;Республика Хакасия;железнодорожный;3,0;-;-;
2015;6;Южный Федеральный округ;Республика Калмыкия;авиационный;4,0;-;-;
2015;6;Южный Федеральный округ;Республика Калмыкия;автомобильный;52,0;-;-;
2015;6;Южный Федеральный округ;Республика Калмыкия;железнодорожный;774,0;-;-;
2015;7;Дальневосточный Федеральный округ;Амурская область;автомобильный;124,0;-;-;
2015;7;Дальневосточный Федеральный округ;Приморский край;авиационный;49,0;-;-;
2015;7;Дальневосточный Федеральный округ;Приморский край;автомобильный;3,0;-;-;
2015;7;Дальневосточный Федеральный округ;Приморский край;железнодорожный;10877,0;-;-;
2015;7;Дальневосточный Федеральный округ;Хабаровский край;авиационный;71,0;-;-;
2015;7;Дальневосточный Федеральный округ;Хабаровский край;автомобильный;34,0;-;-;
2015;7;Дальневосточный Федеральный округ;Хабаровский край;водный;7,0;-;-;
2015;7;Дальневосточный Федеральный округ;Хабаровский край;железнодорожный;1006,0;-;-;
2015;7;Приволжский Федеральный округ;Республика Марий Эл;автомобильный;12,0;-;-;
2015;7;Приволжский Федеральный округ;Республика Мордовия;автомобильный;75,0;-;-;
2015;7;Приволжский Федеральный округ;Республика Мордовия;железнодорожный;167,0;-;-;
2015;7;Приволжский Федеральный округ;Удмуртская республика;автомобильный;184,0;-;-;
2015;7;Приволжский Федеральный округ;Удмуртская республика;железнодорожный;1448,0;-;-;
2015;7;Приволжский Федеральный округ;Чувашская республика;автомобильный;74,0;-;-;
2015;7;Приволжский Федеральный округ;Чувашская республика;железнодорожный;218,0;-;-;
2015;7;Северо-Западный Федеральный округ;Республика Коми;авиационный;10,0;-;-;
2015;7;Северо-Западный Федеральный округ;Республика Коми;автомобильный;179,0;-;-;
2015;7;Северо-Западный Федеральный округ;Республика Коми;железнодорожный;456,0;-;-;
2015;7;Северо-Кавказский Федеральный округ;Республика Карачаево-Черкесия;автомобильный;29,0;-;-;
2015;7;Северо-Кавказский Федеральный округ;Республика Карачаево-Черкесия;железнодорожный;254,0;-;-;
2015;7;Северо-Кавказский Федеральный округ;Чеченская республика;железнодорожный;699,0;-;-;
2015;7;Сибирский Федеральный округ;Алтайский край;авиационный;24,0;-;-;
2015;7;Сибирский Федеральный округ;Алтайский край;автомобильный;318,0;-;-;
2015;7;Сибирский Федеральный округ;Алтайский край;железнодорожный;508,0;-;-;
2015;7;Сибирский Федеральный округ;Республика Алтай;автомобильный;77,0;-;-;
2015;7;Сибирский Федеральный округ;Республика Алтай;железнодорожный;6,0;-;-;
2015;7;Сибирский Федеральный округ;Республика Тыва;железнодорожный;58,0;-;-;
2015;7;Сибирский Федеральный округ;Республика Хакасия;авиационный;104,0;-;-;
2015;7;Сибирский Федеральный округ;Республика Хакасия;железнодорожный;34,0;-;-;
2015;7;Южный Федеральный округ;Республика Калмыкия;авиационный;4,0;-;-;
2015;7;Южный Федеральный округ;Республика Калмыкия;автомобильный;17,0;-;-;
2015;7;Южный Федеральный округ;Республика Калмыкия;железнодорожный;264,0;-;-;
2015;8;Дальневосточный Федеральный округ;Амурская область;автомобильный;182,0;-;-;
2015;8;Дальневосточный Федеральный округ;Приморский край;авиационный;8,0;-;-;
2015;8;Дальневосточный Федеральный округ;Приморский край;железнодорожный;7792,0;-;-;
2015;8;Дальневосточный Федеральный округ;Хабаровский край;авиационный;56,0;-;-;
2015;8;Дальневосточный Федеральный округ;Хабаровский край;автомобильный;18,0;-;-;
2015;8;Дальневосточный Федеральный округ;Хабаровский край;водный;2,0;-;-;
2015;8;Дальневосточный Федеральный округ;Хабаровский край;железнодорожный;526,0;-;-;
2015;8;Приволжский Федеральный округ;Республика Мордовия;автомобильный;41,0;-;-;
2015;8;Приволжский Федеральный округ;Республика Мордовия;железнодорожный;186,0;-;-;
2015;8;Приволжский Федеральный округ;Удмуртская республика;авиационный;12,0;-;-;
2015;8;Приволжский Федеральный округ;Удмуртская республика;автомобильный;147,0;-;-;
2015;8;Приволжский Федеральный округ;Удмуртская республика;железнодорожный;1070,0;-;-;
2015;8;Приволжский Федеральный округ;Чувашская республика;автомобильный;108,0;-;-;
2015;8;Приволжский Федеральный округ;Чувашская республика;железнодорожный;119,0;-;-;
2015;8;Северо-Западный Федеральный округ;Республика Коми;авиационный;70,0;-;-;
2015;8;Северо-Западный Федеральный округ;Республика Коми;автомобильный;63,0;-;-;
2015;8;Северо-Западный Федеральный округ;Республика Коми;железнодорожный;384,0;-;-;
2015;8;Северо-Кавказский Федеральный округ;Республика Карачаево-Черкесия;автомобильный;13,0;-;-;
2015;8;Северо-Кавказский Федеральный округ;Республика Карачаево-Черкесия;железнодорожный;160,0;-;-;
2015;8;Северо-Кавказский Федеральный округ;Чеченская республика;железнодорожный;460,0;-;-;
2015;8;Сибирский Федеральный округ;Алтайский край;авиационный;43,0;-;-;
2015;8;Сибирский Федеральный округ;Алтайский край;автомобильный;507,0;-;-;
2015;8;Сибирский Федеральный округ;Алтайский край;железнодорожный;412,0;-;-;
2015;8;Сибирский Федеральный округ;Республика Алтай;автомобильный;38,0;-;-;
2015;8;Сибирский Федеральный округ;Республика Алтай;железнодорожный;16,0;-;-;
2015;8;Сибирский Федеральный округ;Республика Тыва;железнодорожный;55,0;-;-;
2015;8;Сибирский Федеральный округ;Республика Хакасия;авиационный;216,0;-;-;
2015;8;Сибирский Федеральный округ;Республика Хакасия;автомобильный;12,0;-;-;
2015;8;Сибирский Федеральный округ;Республика Хакасия;железнодорожный;69,0;-;-;
2015;8;Южный Федеральный округ;Республика Калмыкия;автомобильный;7,0;-;-;
2015;8;Южный Федеральный округ;Республика Калмыкия;железнодорожный;129,0;-;-;
2015;9;Дальневосточный Федеральный округ;Амурская область;автомобильный;281,0;-;-;
2015;9;Дальневосточный Федеральный округ;Приморский край;авиационный;70,0;-;-;
2015;9;Дальневосточный Федеральный округ;Приморский край;автомобильный;11,0;-;-;
2015;9;Дальневосточный Федеральный округ;Приморский край;железнодорожный;10053,0;-;-;
2015;9;Дальневосточный Федеральный округ;Хабаровский край;авиационный;53,0;-;-;
2015;9;Дальневосточный Федеральный округ;Хабаровский край;автомобильный;18,0;-;-;
2015;9;Дальневосточный Федеральный округ;Хабаровский край;железнодорожный;702,0;-;-;
2015;9;Приволжский Федеральный округ;Республика Марий Эл;авиационный;144,0;-;-;
2015;9;Приволжский Федеральный округ;Республика Марий Эл;автомобильный;70,0;-;-;
2015;9;Приволжский Федеральный округ;Республика Марий Эл;железнодорожный;1,0;-;-;
2015;9;Приволжский Федеральный округ;Республика Мордовия;автомобильный;212,0;-;-;
2015;9;Приволжский Федеральный округ;Республика Мордовия;железнодорожный;196,0;-;-;
2015;9;Приволжский Федеральный округ;Удмуртская республика;авиационный;8,0;-;-;
2015;9;Приволжский Федеральный округ;Удмуртская республика;автомобильный;270,0;-;-;
2015;9;Приволжский Федеральный округ;Удмуртская республика;железнодорожный;1444,0;-;-;
2015;9;Приволжский Федеральный округ;Чувашская республика;автомобильный;54,0;-;-;
2015;9;Приволжский Федеральный округ;Чувашская республика;железнодорожный;188,0;-;-;
2015;9;Северо-Западный Федеральный округ;Республика Коми;авиационный;103,0;-;-;
2015;9;Северо-Западный Федеральный округ;Республика Коми;автомобильный;112,0;-;-;
2015;9;Северо-Западный Федеральный округ;Республика Коми;железнодорожный;553,0;-;-;
2015;9;Северо-Кавказский Федеральный округ;Республика Карачаево-Черкесия;автомобильный;11,0;-;-;
2015;9;Северо-Кавказский Федеральный округ;Республика Карачаево-Черкесия;железнодорожный;160,0;-;-;
2015;9;Северо-Кавказский Федеральный округ;Чеченская республика;железнодорожный;515,0;-;-;
2015;9;Сибирский Федеральный округ;Алтайский край;авиационный;212,0;-;-;
2015;9;Сибирский Федеральный округ;Алтайский край;автомобильный;523,0;-;-;
2015;9;Сибирский Федеральный округ;Алтайский край;железнодорожный;387,0;-;-;
2015;9;Сибирский Федеральный округ;Республика Алтай;автомобильный;35,0;-;-;
2015;9;Сибирский Федеральный округ;Республика Алтай;железнодорожный;16,0;-;-;
2015;9;Сибирский Федеральный округ;Республика Тыва;автомобильный;2,0;-;-;
2015;9;Сибирский Федеральный округ;Республика Тыва;железнодорожный;237,0;-;-;
2015;9;Сибирский Федеральный округ;Республика Хакасия;авиационный;160,0;-;-;
2015;9;Сибирский Федеральный округ;Республика Хакасия;железнодорожный;139,0;-;-;
2015;9;Южный Федеральный округ;Республика Калмыкия;авиационный;4,0;-;-;
2015;9;Южный Федеральный округ;Республика Калмыкия;автомобильный;25,0;-;-;
2015;9;Южный Федеральный округ;Республика Калмыкия;железнодорожный;153,0;-;-;
2016;1;Дальневосточный Федеральный округ;Приморский край;автомобильный;2,0;-;-;
2016;1;Дальневосточный Федеральный округ;Приморский край;железнодорожный;11991,0;-;-;
2016;1;Дальневосточный Федеральный округ;Хабаровский край;железнодорожный;929,0;-;-;
2016;1;Приволжский Федеральный округ;Республика Марий Эл;железнодорожный;29,0;-;-;
2016;1;Приволжский Федеральный округ;Республика Мордовия;железнодорожный;542,0;-;-;
2016;1;Приволжский Федеральный округ;Удмуртская республика;железнодорожный;1170,0;-;-;
2016;1;Северо-Западный Федеральный округ;Республика Коми;железнодорожный;558,0;-;-;
2016;1;Северо-Кавказский Федеральный округ;Республика Карачаево-Черкесия;железнодорожный;17,0;-;-;
2016;1;Северо-Кавказский Федеральный округ;Чеченская республика;железнодорожный;1269,0;-;-;
2016;1;Сибирский Федеральный округ;Алтайский край;железнодорожный;283,0;-;-;
2016;1;Сибирский Федеральный округ;Республика Алтай;железнодорожный;71,0;-;-;
2016;1;Сибирский Федеральный округ;Республика Тыва;железнодорожный;3,0;-;-;
2016;1;Сибирский Федеральный округ;Республика Хакасия;железнодорожный;153,0;-;-;
2016;1;Южный Федеральный округ;Республика Калмыкия;железнодорожный;414,0;-;-;
2016;10;Дальневосточный Федеральный округ;Амурская область;автомобильный;1027,0;-;-;
2016;10;Дальневосточный Федеральный округ;Приморский край;авиационный;148,0;-;-;
2016;10;Дальневосточный Федеральный округ;Приморский край;автомобильный;6,0;-;-;
2016;10;Дальневосточный Федеральный округ;Приморский край;железнодорожный;17838,0;-;-;
2016;10;Дальневосточный Федеральный округ;Хабаровский край;авиационный;86,0;-;-;
2016;10;Дальневосточный Федеральный округ;Хабаровский край;автомобильный;40,0;-;-;
2016;10;Дальневосточный Федеральный округ;Хабаровский край;водный;19,0;-;-;
2016;10;Дальневосточный Федеральный округ;Хабаровский край;железнодорожный;1375,0;-;-;
